id_mata_kuliah	kd_mata_kuliah	nama_mata_kuliah	nama_mata_kuliah_english	sks	semester	tingkat_mata_kuliah	index_minimum	id_program_studi	nama_prodi	nama_prodi_en
2147	IBIA1M2	BAHASA INDONESIA TERAPAN	APPLIED INDONESIAN	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2148	BKDA1G1	PRAKTIKUM BAHASA INGGRIS I	ENGLISH PRACTICUM I	1	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2149	BKDA1B2	PENGANTAR MANAJEMEN	INTRODUCTION TO MANAGEMENT	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2150	BKDA1A2	PENGANTAR ILMU EKONOMI	INTRODUCTION TO ECONOMICS	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2151	BKDA1C2	PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2152	BKDA1D2	MATEMATIKA BISNIS DAN KEUANGAN	BUSINESS MATHEMATICS AND FINANCE	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2153	IBIA1Q2	BAHASA INGGRIS 2	ENGLISH 2	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2154	IBIA1S2	PENG. APLIKASI KOMPUTER	INTRODUCTION TO COMPUTER APPLICATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2155	BKDA1P3	PRAKTEK PENGANTAR APLIKASI KOMPUTER	INTRODUCTION TO COMPUTER APPLICATION PRACTICE	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2156	BKDA1O2	PRAKTIKUM BAHASA INGGRIS II	ENGLISH PRACTICUM II	1	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2157	BKDA1N2	PRAKTEK AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING PRACTICE	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2158	BKDA1H2	AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2159	BKDA1M2	MANAJEMEN BISNIS KECIL DAN KEWIRAUSAHAAN	SMALL BUSINESS MANAGEMENT AND ENTREPRENEURSHIP	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2160	BKDA1K2	EKONOMI MONETER	MONETARY ECONOMICS	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2161	BKDA1L2	MANAJEMEN SUMBER DAYA MANUSIA	HUMAN RESOURCE MANAGEMENT	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2162	BKDA1J3	BANK DAN LEMBAGA KEUANGAN NON BANK	BANKS AND NON-BANK FINANCIAL INSTITUTIONS	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2163	BKDA1I2	ASPEK HUKUM DALAM PERBANKAN	LEGAL ASPECTS IN BANKING	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2164	BKDA2H2	STATISTIKA KEUANGAN DAN BISNIS	FINANCIAL AND BUSINESS STATISTICS	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2165	BKDA2G3	PRAKTIKUM STATISTIKA KEUANGAN DAN BISNIS	FINANCIAL AND BUSINESS STATISTICS PRACTICUM	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2166	BKDA2C3	MANAJEMEN DANA BANK	BANK FUND MANAGEMENT	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2167	BKDA2A2	AKUNTANSI BANK	BANK ACCOUNTING	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2168	BKDA2D3	MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2169	BKDA2E3	PRAKTEK AKUNTANSI BANK	BANK ACCOUNTING PRACTICE	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2170	BKDA2F3	PRAKTIKUM MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT PRACTICUM	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2171	BKDA2B2	BUSSINES ENGLISH FOR BANKING	BUSINESS ENGLISH FOR BANKING	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2172	BKDA2I3	ANALISA LAPORAN KEUANGAN	ANALYSIS OF FINANCIAL STATEMENTS	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2173	BKDA2K2	MANAJEMEN PELAYANAN BANK	BANK SERVICE MANAGEMENT	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2174	BKDA2L2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2175	BKDA2J2	MANAJEMEN EKSPOR IMPOR	IMPORT EXPORT MANAGEMENT	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2176	BKDA2N2	PASAR MODAL	CAPITAL MARKET	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2177	BKDA2P3	PRAKTIKUM PASAR MODAL	CAPITAL MARKET PRACTICUM	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2178	BKDA2O3	PERBANKAN SYARIAH	SHARIA BANKING	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2179	BKDA2Q3	SISTEM INFORMASI MANAJEMEN	MANAGEMENT INFORMATION SYSTEM	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2180	BKDA2M2	MANAJEMEN PERKREDITAN	CREDIT MANAGEMENT	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2181	BKDA3E2	PERPAJAKAN	TAXATION	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2182	BKDA3H3	PRAKTEK PERPAJAKAN	TAXATION PRACTICE	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2183	BKDA3B2	ETIKA BISNIS DALAM PERBANKAN	BUSINESS ETHICS IN BANKING	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2184	BKDA3C3	MANAJEMEN RISIKO PERBANKAN	BANKING RISK MANAGEMENT	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2185	BKDA3A3	DIGITAL BANKING	DIGITAL BANKING	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2186	BKDA3D3	MANAJEMEN TREASURY	TREASURY MANAGEMENT	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2187	BKDA3F3	PRAKTEK EKSPOR IMPOR	IMPORT EXPORT PRACTICE	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2188	BKDA3G3	PRAKTEK MANAJEMEN PERKREDITAN	CREDIT MANAGEMENT PRACTICE	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2189	BKDA3J3	PRAKTIKUM BANK MINI KONVENSIONAL	CONVENTIONAL MINI BANK PRACTICUM	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2190	BKDA3I3	KOMPUTER AKUNTANSI	ACCOUNTING COMPUTER	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2191	IBIA2A2	METODOLOGI PENELITIAN	RESEARCH METHODOLOGY	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2192	BKDA3K3	PRAKTIKUM BANK MINI SYARIAH	SHARIA MINI BANK PRACTICUM	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2193	IBIA3B4	TUGAS AKHIR/MAGANG	FINAL PROJECT/INTERNSHIP	4	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2388	BKDA1Q3	MANAJEMEN DAN BISNIS	MANAGEMENT AND BUSINESS	3	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2389	BKDA1R2	PENDIDIKAN KARAKTER	CHARACTER EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2390	BKDA1T2	APLIKASI KOMPUTER	COMPUTER APPLICATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2391	BKDA1S3	BANK DAN LEMBAGA KEUANGAN NON BANK	BANKS AND NON-BANK FINANCIAL INSTITUTIONS	3	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2392	BKDA1U2	BAHASA INGGRIS	ENGLISH	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2393	BKDA2R2	MANAJEMEN PELAYANAN DAN ETIKA	SERVICE MANAGEMENT AND ETHICS	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2394	BKDA2S2	MANAJEMEN PEMASARAN BANK	BANK MARKETING MANAGEMENT	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2395	BKDA2T2	KOMUNIKASI BISNIS	BUSINESS COMMUNICATION	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2396	BKDA2U3	MANAJEMEN RISIKO PERBANKAN	BANKING RISK MANAGEMENT	3	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2397	BKDA2V2	ENGLISH FOR BANKING	ENGLISH FOR BANKING	2	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2398	PVOA3F0	TOEFL/TOEIC (4)	TOEFL/TOEIC (4)	0	Genap	2	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2399	BKDA3L3	PERPAJAKAN	TAXATION	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2400	BKDA3M2	KOMPUTER AKUNTANSI	ACCOUNTING COMPUTER	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2401	PVOA3B2	METODOLOGI PENELITIAN	RESEARCH METHODOLOGY	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2402	BKDA3N0	WORKSHOP SERTIFIKASI PERBANKAN (6)	BANKING CERTIFICATION WORKSHOP (6)	0	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2403	BKDA3O0	UJIAN SERTIFIKASI PERBANKAN (6)	BANKING CERTIFICATION EXAM (6)	0	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2404	PVOA3A2	SOFTSKILL PROJECT	SOFT SKILLS PROJECT	2	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2405	PVOA3F3	MAGANG INDUSTRI	INDUSTRIAL INTERNSHIP	3	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2406	PVOA1T2	BAHASA INDONESIA TERAPAN	APPLIED INDONESIAN	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2407	PVOA1W2	PANCASILA DAN KEWARGANEGARAAN	PANCASILA AND CITIZENSHIP	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2408	PVOA1G2	PENDIDIKAN AGAMA ISLAM	ISLAMIC EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2409	PVOA1H2	PENDIDIKAN AGAMA KRISTEN KATOLIK	CATHOLIC CHRISTIAN EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2410	PVOA1I2	PENDIDIKAN AGAMA KRISTEN PROTESTAN	PROTESTANT CHRISTIAN EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2411	PVOA1J2	PENDIDIKAN AGAMA HINDU	HINDU EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2412	PVOA1K2	PENDIDIKAN AGAMA BUDDHA	BUDDHIST EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2413	PVOA1L2	PENDIDIKAN AGAMA KHONGHUCU	CONFUCIANISM EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2414	PVOA3I4	TUGAS AKHIR	FINAL PROJECT	4	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2415	PVOA3L4	TUGAS AKHIR/MAGANG	FINAL PROJECT/INTERNSHIP	4	Genap	3	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2722	BKDA1V0	WORKSHOP SERTIFIKASI PERBANKAN (2)	BANKING CERTIFICATION WORKSHOP (2)	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2723	BKDA1W0	UJIAN SERTIFIKASI PERBANKAN (2)	BANKING CERTIFICATION EXAM (2)	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2724	BKDA2W0	WORKSHOP SERTIFIKASI PERBANKAN (3)	BANKING CERTIFICATION WORKSHOP (3)	0	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2725	BKDA2X0	UJIAN SERTIFIKASI PERBANKAN (3)	BANKING CERTIFICATION EXAM (3)	0	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2726	BKDA2Y0	WORKSHOP SERTIFIKASI PERBANKAN (4)	BANKING CERTIFICATION WORKSHOP (4)	0	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2727	BKDA2Z0	UJIAN SERTIFIKASI PERBANKAN (4)	BANKING CERTIFICATION EXAM (4)	0	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2728	BKDA3P0	WORKSHOP SERTIFIKASI PERBANKAN (5)	BANKING CERTIFICATION WORKSHOP (5)	0	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2729	BKDA3Q0	UJIAN SERTIFIKASI PERBANKAN (5)	BANKING CERTIFICATION EXAM (5)	0	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2730	PVOA1Z0	TOEFL/TOEIC (2)	TOEFL/TOEIC (2)	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2902	KPSA1A2	PENGANTAR ILMU EKONOMI	INTRODUCTION TO ECONOMICS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2903	KPSA1B3	MANAJEMEN DAN BISNIS	MANAGEMENT AND BUSINESS	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2904	KPSA1C2	PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2905	KPSA1D3	BANK DAN LEMBAGA KEUANGAN NON BANK	BANKS AND NON-BANK FINANCIAL INSTITUTIONS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2906	KPSA1F3	APLIKASI KOMPUTER	COMPUTER APPLICATION	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2907	STRA1X2	PANCASILA	PANCASILA	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2908	STRA1AA2	PENDIDIKAN KARAKTER	CHARACTER EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2909	KPSA1G2	MATEMATIKA BISNIS DAN KEUANGAN	BUSINESS MATHEMATICS AND FINANCE	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2910	KPSA1H2	HUKUM DAN REGULASI PERBANKAN	BANKING LAWS AND REGULATIONS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2911	KPSA1I3	AKUNTANSI BANK	BANK ACCOUNTING	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2912	STRA1M2	PENDIDIKAN AGAMA ISLAM	ISLAMIC EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2913	STRA1N2	PENDIDIKAN AGAMA KRISTEN PROTESTAN	PROTESTANT CHRISTIAN EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2914	STRA1O2	PENDIDIKAN AGAMA KRISTEN KATOLIK	CATHOLIC CHRISTIAN EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2915	STRA1P2	PENDIDIKAN AGAMA HINDU	HINDU EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2916	STRA1Q2	PENDIDIKAN AGAMA BUDHA	BUDDHIST EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2917	STRA1R2	PENDIDIKAN AGAMA KONG HUCU	CONFUCIANISM EDUCATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2918	KPSA1J3	EKONOMI MONETER	MONETARY ECONOMICS	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2919	KPSA1K2	KEWARGANEGARAAN	CITIZENSHIP	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2920	KPSA1L2	AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2921	STRA1U2	BAHASA INDONESIA TERAPAN	APPLIED INDONESIAN	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2922	KPSA1M3	STATISTIKA KEUANGAN DAN BISNIS	FINANCIAL AND BUSINESS STATISTICS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2923	KPSA1N2	KEWIRAUSAHAAN DAN INOVASI	ENTREPRENEURSHIP AND INNOVATION	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2924	KPSA1O2	ENGLISH FOR BANKING 1	ENGLISH FOR BANKING 1	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2925	KPSA2A2	ETIKA BISNIS PERBANKAN	BANKING BUSINESS ETHICS	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2926	KPSA2B3	BISNIS KREDIT DAN PEMBIAYAAN	CREDIT AND FINANCING BUSINESS	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2927	KPSA2C3	MANAJEMEN DANA BANK	BANK FUND MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2928	KPSA2D3	MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2929	KPSA2E2	PASAR MODAL	CAPITAL MARKET	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2930	KPSA2F3	PERBANKAN SYARIAH	SHARIA BANKING	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2931	KPSA2G3	PELAYANAN DAN PEMASARAN BANK DIGITAL	DIGITAL BANK SERVICE AND MARKETING	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2932	KPSA2H2	PERPAJAKAN	TAXATION	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2933	KPSA2I3	PRAKTIKUM BANK MINI	MINI BANK PRACTICUM	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2934	KPSA2J3	MANAJEMEN RISIKO PERBANKAN	BANKING RISK MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2935	KPSA2K3	MANAJEMEN EKSPOR IMPOR	IMPORT EXPORT MANAGEMENT	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2936	KPSA2L3	ANALISA LAPORAN KEUANGAN	ANALYSIS OF FINANCIAL STATEMENTS	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2937	KPSA2M3	DIGITAL BANKING AND BANKING TECHNOLOGY	DIGITAL BANKING AND BANKING TECHNOLOGY	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2938	KPSA2N2	PRAKTIKUM MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT PRACTICUM	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2939	KPSA202	ENGLISH FOR BANKING 2	ENGLISH FOR BANKING 2	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2940	KPSA2P2	METODE PENULISAN ILMIAH	SCIENTIFIC WRITING METHOD	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2941	KPSA3A3	DATA SCIENCE PERBANKAN DAN KEUANGAN	BANKING AND FINANCE DATA SCIENCE	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2942	KPSA3B3	ARTIFICIAL INTELLIGENCE PERBANKAN DAN KEUANGAN	ARTIFICIAL INTELLIGENCE IN BANKING AND FINANCE	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2943	KPSA3C2	KOMPUTER AKUNTANSI	ACCOUNTING COMPUTER	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2944	KPSA3D3	SISTEM INFORMASI MANAJEMEN	MANAGEMENT INFORMATION SYSTEM	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2945	KPSA3E3	AUDIT INTERNAL BANK	BANK INTERNAL AUDIT	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2946	KPSA3F3	BLOCKCHAIN AND CRYPTOCURRENCY	BLOCKCHAIN AND CRYPTOCURRENCY	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2947	KPSA3G3	CYBER SECURITY PERBANKAN DAN KEUANGAN	CYBER SECURITY IN BANKING AND FINANCE	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2948	KPSA3H2	PRAKTEK PERKREDITAN	CREDIT PRACTICE	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2949	KPSA3I2	PRAKTIKUM PEMODELAN KEUANGAN	FINANCIAL MODELING PRACTICUM	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2950	KPSA3J2	KREATIVITAS, INOVASI, DAN PENGEMBANGAN PRODUK	CREATIVITY, INNOVATION AND PRODUCT DEVELOPMENT	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2951	KPSA3K2	PRAKTIKUM STUDI KELAYAKAN BISNIS	BUSINESS FEASIBILITY STUDY PRACTICUM	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2952	KPSA3L2	PRAKTEK AKUNTANSI BANK	BANK ACCOUNTING PRACTICE	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2953	KPSA3M3	PRAKTIKUM MANAJEMEN RISIKO	RISK MANAGEMENT PRACTICUM	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2954	KPSA3N2	PRAKTIKUM KOMUNIKASI DAN NEGOSIASI BISNIS	BUSINESS COMMUNICATION AND NEGOTIATION PRACTICUM	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2955	KPSA3O2	PRAKTEK EKSPOR IMPOR	IMPORT EXPORT PRACTICE	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2956	KPSA3P3	PRAKTIKUM BANK MINI SYARIAH	SHARIA MINI BANK PRACTICUM	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2957	KPSA4A2	MANAJEMEN STRATEGI	STRATEGIC MANAGEMENT	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2958	KPSA4B3	MANAJEMEN TREASURY	TREASURY MANAGEMENT	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2959	STRA4C3	SEMINAR PROPOSAL	PROPOSAL SEMINAR	3	Genap	4	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2960	STRA4F8	MAGANG	INTERNSHIP	12	Ganjil	4	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2961	STRA4I6	TUGAS AKHIR/PROYEK AKHIR	FINAL PROJECT	6	Genap	4	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
3035	BKDA2AA3	MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
328	MPD51B2	PENDIDIKAN AGAMA ISLAM	ISLAMIC EDUCATION	2	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
329	MPD51F2	PEND. AGAMA KRISTEN PROTESTAN	PROTESTANT CHRISTIAN EDUCATION	2	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
330	MPD41B2	PEND. AGAMA KRISTEN KATOLIK	CATHOLIC CHRISTIAN EDUCATION	2	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
331	MPD41C2	PENDIDIKAN AGAMA BUDDHA	BUDDHIST EDUCATION	2	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
332	MPD11A2	PENDIDIKAN AGAMA HINDU	HINDU EDUCATION	2	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
333	MPD21F3	PENDIDIKAN AGAMA ISLAM	ISLAMIC EDUCATION	3	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
334	MPD31D3	PEND. AGAMA KRISTEN PROTESTAN	PROTESTANT CHRISTIAN EDUCATION	3	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
335	MPD21C3	PEND. AGAMA KRISTEN KATOLIK	CATHOLIC CHRISTIAN EDUCATION	3	Ganjil	1	C	2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT
